Fight ID,Date,Red fighter,Blue fighter,Focal ID,Winner,Focal colour,Focal Outcome,Sex,Foc_Sig Str %,Z_Foc Sig Str %,Foc_Att strikes per sec,Z_Foc_Att strikes per sec,Method,Method_B
1,14/03/2020,Johnny Walker,Nikita Krylov,Johnny Walker,Blue,Red,Loser,M,74,1.957658832,0.12,-0.618923278,Decision,Decision
2,14/03/2020,Francisco Trinaldo,John Makdessi,John Makdessi,Red,Blue,Loser,M,54,0.62275304,0.14,-0.483255296,Decision,Decision
3,14/03/2020,Jussier Formiga,Brandon Moreno,Jussier Formiga,Blue,Red,Loser,M,46,0.088790723,0.09,-0.822425252,Decision,Decision
4,14/03/2020,Amanda Ribas,Randa Markos,Randa Markos,Red,Blue,Loser,F,46,0.088790723,0.11,-0.68675727,Decision,Decision
5,14/03/2020,Elizeu Zaleski dos Santos,Aleksi Kunchenko,Elizeu Zaleski dos Santos,Red,Red,Winner,M,39,-0.378426304,0.19,-0.144085339,Decision,Decision
6,14/03/2020,Marya Bueno Silva,Maryna Moroz,Maryna Moroz,Blue,Blue,Winner,F,56,0.756243619,0.33,0.805590539,Decision,Decision
7,14/03/2020,Bruno Silva,David Dvorak,Bruno Silva,Blue,Red,Loser,M,46,0.088790723,0.12,-0.618923278,Decision,Decision
8,14/03/2020,Veronica Macedo,Bea Malecki,Bea Malecki,Blue,Blue,Winner,F,52,0.489262461,0.36,1.009092513,Decision,Decision
9,07/03/2020,Israel Adesanya,Yoel Romero,Israel Adesanya,Red,Red,Winner,M,36,-0.578662173,0.09,-0.822425252,Decision,Decision
10,07/03/2020,Weili Zhang,Joanna Jedrzejczyk,Joanna Jedrzejczyk,Red,Blue,Loser,F,51,0.422517171,0.25,0.262918609,Decision,Decision
11,07/03/2020,Neil Magny,Jingliang Li,Neil Magny,Red,Red,Winner,M,53,0.55600775,0.21,-0.008417357,Decision,Decision
12,07/03/2020,Alex Oliveira,Max Griffin,Max Griffin,Red,Blue,Loser,M,46,0.088790723,0.11,-0.68675727,Decision,Decision
13,07/03/2020,Mark Madsen,Austin Hubbard,Mark Madsen,Red,Red,Winner,M,25,-1.312860359,0.07,-0.958093235,Decision,Decision
14,07/03/2020,Giga Chikadze,Jamall Emmers,Jamall Emmers,Red,Blue,Loser,M,42,-0.178190436,0.14,-0.483255296,Decision,Decision
15,29/02/2020,Gabriel Silva,Kyler Phillips,Gabriel Silva,Blue,Red,Loser,M,31,-0.912388621,0.12,-0.618923278,Decision,Decision
16,29/02/2020,Marcin Tybura,Serghei Spivac,Serghei Spivac,Red,Blue,Loser,M,31,-0.912388621,0.11,-0.68675727,Decision,Decision
17,29/02/2020,Luis Pena,Steve Garcia,Luis Pena,Red,Red,Winner,M,64,1.290205936,0.11,-0.68675727,Decision,Decision
18,29/02/2020,Sean Brady,Ismail Naurdiev,Ismail Naurdiev,Red,Blue,Loser,M,42,-0.178190436,0.1,-0.754591261,Decision,Decision
19,22/02/2020,Paul Felder,Dan Hooker,Paul Felder,Blue,Red,Loser,M,47,0.155536012,0.16,-0.347587313,Decision,Decision
20,22/02/2020,Karolina Kowalkiexicz,Xiaonan Yan,Xiaonan Yan,Blue,Blue,Winner,F,52,0.489262461,0.2,-0.076251348,Decision,Decision
21,22/02/2020,Brad Riddell,Magomed Mustafaev,Brad Riddell,Red,Red,Winner,M,52,0.489262461,0.11,-0.68675727,Decision,Decision
22,22/02/2020,Jake Matthews,Emil Meek,Emil Meek,Red,Blue,Loser,M,42,-0.178190436,0.18,-0.211919331,Decision,Decision
23,22/02/2020,Kai Kara-France,Tyson Nam,Kai Kara-France,Red,Red,Winner,M,30,-0.979133911,0.29,0.534254574,Decision,Decision
24,22/02/2020,Loma Lookboonmee,Angela Hill,Angela Hill,Blue,Blue,Winner,F,38,-0.445171594,0.18,-0.211919331,Decision,Decision
25,15/02/2020,Montana De La Rosa,Mara Romero Borella,Montana De La Rosa,Red,Red,Winner,F,40,-0.311681015,0.14,-0.483255296,Decision,Decision
26,15/02/2020,Rogerio Bontorin,Ray Borg,Ray Borg,Blue,Blue,Winner,M,77,2.157894701,0.08,-0.890259244,Decision,Decision
27,15/02/2020,Lando Vannata,Yancy Medeiros,Lando Vannata,Red,Red,Winner,M,52,0.489262461,0.21,-0.008417357,Decision,Decision
28,15/02/2020,Jim Miller,Scott Holtzman,Scott Holtzman,Blue,Blue,Winner,M,44,-0.044699856,0.26,0.3307526,Decision,Decision
29,15/02/2020,Devin Clark,Dequan Townsend,Devin Clark,Red,Red,Winner,M,72,1.824168253,0.17,-0.279753322,Decision,Decision
30,15/02/2020,Casey Kenney,Merab Dvalishvili,Merab Dvalishvili,Blue,Blue,Winner,M,34,-0.712152753,0.02,-1.297263192,Decision,Decision
31,15/02/2020,Macy Chiasson,Shanna Young,Macy Chiasson,Red,Red,Winner,F,51,0.422517171,0.28,0.466420583,Decision,Decision
32,08/02/2020,Jon Jones,Dominick Reyes,Dominick Reyes,Red,Blue,Loser,M,44,-0.044699856,0.18,-0.211919331,Decision,Decision
33,08/02/2020,Mirsad Bektic,Dan Ige,Mirsad Bektic,Blue,Red,Loser,M,28,-1.11262449,0.08,-0.890259244,Decision,Decision
34,08/02/2020,Derrick Lewis,Ilir Latifi,Ilir Latifi,Red,Blue,Loser,M,41,-0.244935725,0.09,-0.822425252,Decision,Decision
35,08/02/2020,Trevin Giles,James Krause,Trevin Giles,Red,Red,Winner,M,47,0.155536012,0.19,-0.144085339,Decision,Decision
36,08/02/2020,Lauren Murphy,Andrea Lee,Andrea Lee,Red,Blue,Loser,F,38,-0.445171594,0.3,0.602088565,Decision,Decision
37,08/02/2020,Andre Ewell,Jonathan Martinez,Andre Ewell,Red,Red,Winner,M,45,0.022045433,0.2,-0.076251348,Decision,Decision
38,08/02/2020,Austin Lingo,Youssef Zalal,Youssef Zalal,Blue,Blue,Winner,M,56,0.756243619,0.09,-0.822425252,Decision,Decision
39,25/01/2020,Rafael Dos Anjos,Michael Chiesa,Rafael Dos Anjos,Blue,Red,Loser,M,38,-0.445171594,0.06,-1.025927226,Decision,Decision
40,25/01/2020,Jamahal Hill,Darko Stosic,Darko Stosic,Red,Blue,Loser,M,43,-0.111445146,0.09,-0.822425252,Decision,Decision
41,25/01/2020,Bevon Lewis,Dequan Townsend,Bevon Lewis,Red,Red,Winner,M,43,-0.111445146,0.16,-0.347587313,Decision,Decision
42,25/01/2020,Arnold Allen,Nik Lentz,Nik Lentz,Red,Blue,Loser,M,28,-1.11262449,0.21,-0.008417357,Decision,Decision
43,25/01/2020,Justine Kish,Lucie Pudilova,Justine Kish,Red,Red,Winner,F,48,0.222281302,0.15,-0.415421305,Decision,Decision
44,25/01/2020,Montel Jackson,Felipe Colares,Felipe Colares,Red,Blue,Loser,M,25,-1.312860359,0.03,-1.2294292,Decision,Decision
45,25/01/2020,Sara McMann,Lina Lansberg,Sara McMann,Red,Red,Winner,F,76,2.091149411,0.09,-0.822425252,Decision,Decision
46,18/01/2020,Holly Holm,Raquel Pennington,Raquel Pennington,Red,Blue,Loser,F,48,0.222281302,0.11,-0.68675727,Decision,Decision
47,18/01/2020,Roxanne Modafferi,Maycee Barber,Roxanne Modafferi,Red,Red,Winner,F,44,-0.044699856,0.17,-0.279753322,Decision,Decision
48,18/01/2020,Andre Fili,Sodiq Yusuff,Sodiq Yusuff,Blue,Blue,Winner,M,47,0.155536012,0.2,-0.076251348,Decision,Decision
49,18/01/2020,Tim Elliott,Askar Askarov,Tim Elliott,Blue,Red,Loser,M,42,-0.178190436,0.17,-0.279753322,Decision,Decision
50,18/01/2020,Aleksa Camur,Justin Ledet,Justin Ledet,Red,Blue,Loser,M,33,-0.778898042,0.16,-0.347587313,Decision,Decision
51,18/01/2020,Sabina Mazo,JJ Aldrich,Sabina Mazo,Red,Red,Winner,F,36,-0.578662173,0.36,1.009092513,Decision,Decision
52,21/12/2019,Volkan Oezdemir,Aleksandar Rakic,Aleksandar Rakic,Red,Blue,Loser,M,51,0.422517171,0.18,-0.211919331,Decision,Decision
53,21/12/2019,Jun Yong Park,Marc-Andre Barriault,Jun Yong Park,Red,Red,Winner,M,41,-0.244935725,0.21,-0.008417357,Decision,Decision
54,21/12/2019,Kyung Ho Kang,Liu Pingyuan,Liu Pingyuan,Red,Blue,Loser,M,47,0.155536012,0.17,-0.279753322,Decision,Decision
55,21/12/2019,Ciryl Gane,Tanner Boser,Ciryl Gane,Red,Red,Winner,M,40,-0.311681015,0.18,-0.211919331,Decision,Decision
56,21/12/2019,SeungWoo Choi,Suman Mokhtarian,Suman Mokhtarian,Red,Blue,Loser,M,41,-0.244935725,0.13,-0.551089287,Decision,Decision
57,21/12/2019,Dong Hyun Ma,Omar Morales,Dong Hyun Ma,Blue,Red,Loser,M,26,-1.246115069,0.07,-0.958093235,Decision,Decision
58,21/12/2019,Raoni Barcelos,Said Nurmagomedov,Said Nurmagomedov,Red,Blue,Loser,M,31,-0.912388621,0.22,0.059416635,Decision,Decision
59,21/12/2019,Heili Alateng,Ryan Benoit,Heili Alateng,Red,Red,Winner,M,35,-0.645407463,0.18,-0.211919331,Decision,Decision
60,14/12/2019,Max Holloway,Alexander Volkanovski,Alexander Volkanovski,Blue,Blue,Winner,M,51,0.422517171,0.2,-0.076251348,Decision,Decision
61,14/12/2019,Amanda Nunes,Germaine de Randamie,Amanda Nunes,Red,Red,Winner,F,42,-0.178190436,0.22,0.059416635,Decision,Decision
62,14/12/2019,Marlon Moraes,Jose Aldo,Jose Aldo,Red,Blue,Loser,M,39,-0.378426304,0.17,-0.279753322,Decision,Decision
63,14/12/2019,Ian Heinisch,Omari Akhmedov,Ian Heinisch,Blue,Red,Loser,M,51,0.422517171,0.13,-0.551089287,Decision,Decision
64,14/12/2019,Brandon Moreno,Kai Kara-France,Kai Kara-France,Red,Blue,Loser,M,35,-0.645407463,0.26,0.3307526,Decision,Decision
65,14/12/2019,Jessica Eye,Viviane Araujo,Jessica Eye,Red,Red,Winner,F,50,0.355771881,0.22,0.059416635,Decision,Decision
66,07/12/2019,Rob Font,Ricky Simon,Ricky Simon,Red,Blue,Loser,M,38,-0.445171594,0.18,-0.211919331,Decision,Decision
67,07/12/2019,Joe Solecki,Matt Wiman,Joe Solecki,Red,Red,Winner,M,80,2.35813057,0.24,0.195084617,Decision,Decision
68,16/11/2019,Jan Blachowicz,Jacare Souza,Jacare Souza,Red,Blue,Loser,M,41,-0.244935725,0.06,-1.025927226,Decision,Decision
69,16/11/2019,Antonion Arroyo,Andre Muniz,Antonion Arroyo,Blue,Red,Loser,M,61,1.089970067,0.14,-0.483255296,Decision,Decision
70,16/11/2019,Markus Perez,Wellington Turman,Wellington Turman,Blue,Blue,Winner,M,40,-0.311681015,0.15,-0.415421305,Decision,Decision
71,16/11/2019,Francisco Trinaldo,Bobby Green,Francisco Trinaldo,Red,Red,Winner,M,25,-1.312860359,0.14,-0.483255296,Decision,Decision
72,16/11/2019,Douglas Silva de Andrade,Renan Barao,Renan Barao,Red,Blue,Loser,M,36,-0.578662173,0.27,0.398586591,Decision,Decision
73,16/11/2019,Ariane Lipski,Isabela de Padua,Ariane Lipski,Red,Red,Winner,F,49,0.289026592,0.25,0.262918609,Decision,Decision
74,16/11/2019,Vanessa Melo,Tracy Cortez,Tracy Cortez,Blue,Blue,Winner,F,56,0.756243619,0.25,0.262918609,Decision,Decision
75,09/11/2019,Zabit Magomedsharipov,Calvin Kattar,Zabit Magomedsharipov,Red,Red,Winner,M,38,-0.445171594,0.28,0.466420583,Decision,Decision
76,09/11/2019,Alexander Volkov,Greg Hardy,Greg Hardy,Red,Blue,Loser,M,34,-0.712152753,0.16,-0.347587313,Decision,Decision
77,09/11/2019,Khadis Ibragimov,Ed Herman,Khadis Ibragimov,Blue,Red,Loser,M,51,0.422517171,0.14,-0.483255296,Decision,Decision
78,09/11/2019,Ramazan Emeev,Anthony Rocco Martin,Anthony Rocco Martin,Blue,Blue,Winner,M,29,-1.045879201,0.16,-0.347587313,Decision,Decision
79,09/11/2019,Shamil Gamzatov,Klidson Abreu,Shamil Gamzatov,Red,Red,Winner,M,46,0.088790723,0.18,-0.211919331,Decision,Decision
80,09/11/2019,Rustam Khabilov,Sergey Khandozhko,Sergey Khandozhko,Red,Blue,Loser,M,49,0.289026592,0.24,0.195084617,Decision,Decision
81,09/11/2019,Alexander Yakovlev,Roosevelt Roberts,Alexander Yakovlev,Blue,Red,Loser,M,40,-0.311681015,0.08,-0.890259244,Decision,Decision
82,09/11/2019,Jessica-Rose Clark,Pannie Kianzad,Pannie Kianzad,Blue,Blue,Winner,F,41,-0.244935725,0.27,0.398586591,Decision,Decision
83,09/11/2019,Grigorii Popov,Davey Grant,Grigorii Popov,Blue,Red,Loser,M,39,-0.378426304,0.12,-0.618923278,Decision,Decision
84,02/11/2019,Kelvin Gastelum,Darren Till,Darren Till,Blue,Blue,Winner,M,53,0.55600775,0.08,-0.890259244,Decision,Decision
85,02/11/2019,Stephen Thompson,Vicente Luque,Stephen Thompson,Red,Red,Winner,M,57,0.822988909,0.27,0.398586591,Decision,Decision
86,02/11/2019,Derrick Lewis,Blagoy Ivanov,Blagoy Ivanov,Red,Blue,Loser,M,52,0.489262461,0.09,-0.822425252,Decision,Decision
87,02/11/2019,Katlyn Chookagian,Jennifer Maia,Katlyn Chookagian,Red,Red,Winner,F,40,-0.311681015,0.24,0.195084617,Decision,Decision
88,02/11/2019,Julio Arce,Hakeem Dawodu,Hakeem Dawodu,Blue,Blue,Winner,M,39,-0.378426304,0.19,-0.144085339,Decision,Decision
89,26/10/2019,Michael Johnson,Stevie Ray,Michael Johnson,Blue,Red,Loser,M,45,0.022045433,0.2,-0.076251348,Decision,Decision
90,26/10/2019,Muslim Salikhov,Laureano Staropoli,Laureano Staropoli,Red,Blue,Loser,M,30,-0.979133911,0.16,-0.347587313,Decision,Decision
91,26/10/2019,Randa Markos,Ashley Yoder,Randa Markos,Red,Red,Winner,F,55,0.689498329,0.18,-0.211919331,Decision,Decision
92,26/10/2019,Alex White,Rafael Fiziev,Rafael Fiziev,Blue,Blue,Winner,M,50,0.355771881,0.15,-0.415421305,Decision,Decision
93,26/10/2019,Enrique Barzola,Movsar Evloev,Enrique Barzola,Blue,Red,Loser,M,33,-0.778898042,0.27,0.398586591,Decision,Decision
94,26/10/2019,Loma Lookboonmee,Alexandra Albu,Alexandra Albu,Red,Blue,Loser,F,41,-0.244935725,0.19,-0.144085339,Decision,Decision
95,26/10/2019,Raphael Pessoa,Jeff Hughes,Raphael Pessoa,Red,Red,Winner,M,28,-1.11262449,0.16,-0.347587313,Decision,Decision
96,18/10/2019,Yair Rodriguez,Jeremy Stephens,Jeremy Stephens,Red,Blue,Loser,M,52,0.489262461,0.17,-0.279753322,Decision,Decision
97,18/10/2019,Deron Winn,Darren Stewart,Deron Winn,Blue,Red,Loser,M,54,0.62275304,0.11,-0.68675727,Decision,Decision
98,18/10/2019,Molly McCann,Diana Belbita,Diana Belbita,Red,Blue,Loser,F,38,-0.445171594,0.29,0.534254574,Decision,Decision
99,18/10/2019,Kyle Bochniak,Sean Woodson,Kyle Bochniak,Blue,Red,Loser,M,27,-1.17936978,0.18,-0.211919331,Decision,Decision
100,18/10/2019,Court McGee,Sean Brady,Sean Brady,Blue,Blue,Winner,M,56,0.756243619,0.27,0.398586591,Decision,Decision
101,18/10/2019,Daniel Spitz,Tanner Boser,Daniel Spitz,Blue,Red,Loser,M,29,-1.045879201,0.12,-0.618923278,Decision,Decision
102,12/10/2019,Joanna Jedrzejczyk,Michelle Waterson,Michelle Waterson,Red,Blue,Loser,F,36,-0.578662173,0.12,-0.618923278,Decision,Decision
103,12/10/2019,Cub Swanson,Kron Gracie,Cub Swanson,Red,Red,Winner,M,46,0.088790723,0.33,0.805590539,Decision,Decision
104,12/10/2019,Mackenzie Dern,Amanda Ribas,Amanda Ribas,Blue,Blue,Winner,F,35,-0.645407463,0.24,0.195084617,Decision,Decision
105,12/10/2019,Matt Frevola,Luis Pena,Matt Frevola,Red,Red,Winner,M,43,-0.111445146,0.13,-0.551089287,Decision,Decision
106,12/10/2019,Eryk Anders,Gerald Meerschaert,Gerald Meerschaert,Red,Blue,Loser,M,35,-0.645407463,0.22,0.059416635,Decision,Decision
107,12/10/2019,Max Griffin,Alex Morono,Max Griffin,Blue,Red,Loser,M,45,0.022045433,0.21,-0.008417357,Decision,Decision
108,12/10/2019,Marvin Vettori,Andrew Sanchez,Andrew Sanchez,Red,Blue,Loser,M,21,-1.579841517,0.21,-0.008417357,Decision,Decision
109,12/10/2019,JJ Aldrich,Lauren Mueller,JJ Aldrich,Red,Red,Winner,F,46,0.088790723,0.18,-0.211919331,Decision,Decision
110,05/10/2019,Al Iaquinta,Dan Hooker,Dan Hooker,Blue,Blue,Winner,M,47,0.155536012,0.24,0.195084617,Decision,Decision
111,05/10/2019,Luke Jumeau,Dhiego Lima,Luke Jumeau,Blue,Red,Loser,M,25,-1.312860359,0.11,-0.68675727,Decision,Decision
112,05/10/2019,Jake Matthews,Rostem Akman,Rostem Akman,Red,Blue,Loser,M,13,-2.113803834,0.12,-0.618923278,Decision,Decision
113,05/10/2019,Callan Potter,Maki Pitolo,Callan Potter,Red,Red,Winner,M,50,0.355771881,0.22,0.059416635,Decision,Decision
114,05/10/2019,Brad Riddell,Jamie Mullarkey,Jamie Mullarkey,Red,Blue,Loser,M,37,-0.511916884,0.05,-1.093761218,Decision,Decision
115,28/09/2019,Gunnar Nelson,Gilbert Burns,Gunnar Nelson,Blue,Red,Loser,M,55,0.689498329,0.05,-1.093761218,Decision,Decision
116,28/09/2019,Nicolas Dalby,Alex Oliveira,Alex Oliveira,Red,Blue,Loser,M,38,-0.445171594,0.07,-0.958093235,Decision,Decision
117,28/09/2019,Alessio Di Chirico,Makhmud Muradov,Alessio Di Chirico,Blue,Red,Loser,M,31,-0.912388621,0.13,-0.551089287,Decision,Decision
118,28/09/2019,Siyar Bahadurzada,Ismail Naurdiev,Ismail Naurdiev,Blue,Blue,Winner,M,54,0.62275304,0.24,0.195084617,Decision,Decision
119,28/09/2019,Brandon Davis,Giga Chikadze,Brandon Davis,Blue,Red,Loser,M,34,-0.712152753,0.11,-0.68675727,Decision,Decision
120,28/09/2019,Macy Chiasson,Lina Lansberg,Lina Lansberg,Blue,Blue,Winner,F,53,0.55600775,0.1,-0.754591261,Decision,Decision
121,28/09/2019,Marc Diaskiese,Lando Vannata,Marc Diaskiese,Red,Red,Winner,M,40,-0.311681015,0.12,-0.618923278,Decision,Decision
122,21/09/2019,Carla Esparza,Alexa Grasso,Alexa Grasso,Red,Blue,Loser,F,43,-0.111445146,0.19,-0.144085339,Decision,Decision
123,21/09/2019,Irene Aldana,Vanessa Melo,Irene Aldana,Red,Red,Winner,F,37,-0.511916884,0.37,1.076926505,Decision,Decision
124,21/09/2019,Jose Quinonez,Carlos Huachin,Carlos Huachin,Red,Blue,Loser,M,27,-1.17936978,0.13,-0.551089287,Decision,Decision
125,21/09/2019,Sergio Pettis,Tyson Nam,Sergio Pettis,Red,Red,Winner,M,37,-0.511916884,0.28,0.466420583,Decision,Decision
126,21/09/2019,Sijara Eubanks,Bethe Correia,Bethe Correia,Blue,Blue,Winner,F,46,0.088790723,0.16,-0.347587313,Decision,Decision
127,21/09/2019,Claudio Puelles,Marcos Mariano,Claudio Puelles,Red,Red,Winner,M,64,1.290205936,0.13,-0.551089287,Decision,Decision
128,14/09/2019,Glover Teixeira,Nikita Krylov,Nikita Krylov,Red,Blue,Loser,M,49,0.289026592,0.14,-0.483255296,Decision,Decision
129,14/09/2019,Michel Pereira,Tristan Connelly,Michel Pereira,Blue,Red,Loser,M,42,-0.178190436,0.12,-0.618923278,Decision,Decision
130,14/09/2019,Uriah Hall,Antonio Carlos Junior,Antonio Carlos Junior,Red,Blue,Loser,M,31,-0.912388621,0.16,-0.347587313,Decision,Decision
131,14/09/2019,Cole Smith,Miles Johns,Cole Smith,Blue,Red,Loser,M,19,-1.713332097,0.08,-0.890259244,Decision,Decision
132,14/09/2019,Brad Katona,Hunter Azure,Hunter Azure,Blue,Blue,Winner,M,34,-0.712152753,0.15,-0.415421305,Decision,Decision
133,14/09/2019,Chas Skelly,Jordan Griffin,Chas Skelly,Red,Red,Winner,M,35,-0.645407463,0.14,-0.483255296,Decision,Decision
134,14/09/2019,Kyle Prepolec,Austin Hubbard,Austin Hubbard,Blue,Blue,Winner,M,45,0.022045433,0.27,0.398586591,Decision,Decision
135,07/09/2019,Edson Barboza,Paul Felder,Edson Barboza,Blue,Red,Loser,M,52,0.489262461,0.15,-0.415421305,Decision,Decision
